ZIP,cvd_n,resp_n,total_pop,cardiopulm_n,total_pop5y,cardiopulm_per_100p5y,cvd_per_100p5y,resp_per_100p5y
80447,21,17,1675,38,8375,0.4537313432835821,0.2507462686567164,0.20298507462686569
80448,0,0,278,0,1390,0,0,0
80449,21,15,753,36,3765,0.9561752988047808,0.5577689243027889,0.398406374501992
80451,3,5,812,8,4060,0.19704433497536944,0.07389162561576355,0.12315270935960591
80452,85,78,2762,163,13810,1.1803041274438812,0.6154960173787111,0.5648081100651702
80453,3,0,267,3,1335,0.22471910112359553,0.22471910112359553,0
80454,4,3,1124,7,5620,0.12455516014234876,0.0711743772241993,0.05338078291814947
80455,12,4,531,16,2655,0.6026365348399246,0.4519774011299435,0.15065913370998116
80456,13,8,798,21,3990,0.5263157894736842,0.3258145363408521,0.20050125313283207
80457,0,0,663,0,3315,0,0,0
81212,3354,2464,30211,5818,151055,3.8515772400781176,2.220383304094535,1.631193935983582
81220,22,5,117,27,585,4.615384615384616,3.7606837606837606,0.8547008547008548
81221,0,0,274,0,1370,0,0,0
81222,1,0,378,1,1890,0.052910052910052914,0.052910052910052914,0
81223,127,79,1480,206,7400,2.7837837837837838,1.7162162162162165,1.0675675675675675
81224,23,8,3677,31,18385,0.16861571933641556,0.12510198531411476,0.04351373402230079
81225,0,0,857,0,4285,0,0,0
81226,703,585,9090,1288,45450,2.8338833883388337,1.5467546754675467,1.2871287128712872
81227,0,0,12,0,60,0,0,0
81230,486,361,9235,847,46175,1.834325933946941,1.0525175961017867,0.7818083378451542
81623,749,455,14530,1204,72650,1.6572608396421198,1.030970406056435,0.6262904335856848
81624,66,40,1480,106,7400,1.4324324324324325,0.891891891891892,0.5405405405405406
81625,1128,854,12425,1982,62125,3.1903420523138832,1.8156941649899399,1.3746478873239436
81630,33,24,742,57,3710,1.5363881401617252,0.889487870619946,0.646900269541779
81631,14,7,8128,21,40640,0.05167322834645669,0.034448818897637797,0.017224409448818898
81632,46,46,9493,92,47465,0.19382703044348468,0.09691351522174234,0.09691351522174234
81635,378,296,6409,674,32045,2.1032922452800746,1.1795911998751756,0.9237010454048993
81637,35,21,8009,56,40045,0.13984267698838806,0.08740167311774254,0.05244100387064553
81638,6,3,279,9,1395,0.6451612903225806,0.43010752688172044,0.21505376344086022
81639,24,16,2289,40,11445,0.34949759720401924,0.20969855832241152,0.1397990388816077
81640,5,3,138,8,690,1.1594202898550725,0.7246376811594203,0.43478260869565216
81641,100,50,3603,150,18015,0.832639467110741,0.5550929780738274,0.2775464890369137
81642,7,0,121,7,605,1.1570247933884297,1.1570247933884297,0
81643,24,10,789,34,3945,0.861850443599493,0.6083650190114068,0.25348542458808615
81645,0,0,1154,0,5770,0,0,0
81646,0,0,209,0,1045,0,0,0
81231,1,0,567,1,2835,0.035273368606701945,0.035273368606701945,0
81232,0,0,5,0,25,0,0,0
81233,29,13,1176,42,5880,0.7142857142857143,0.49319727891156456,0.22108843537414968
81235,5,4,737,9,3685,0.24423337856173677,0.13568521031207598,0.10854816824966079
81236,56,28,889,84,4445,1.889763779527559,1.2598425196850394,0.6299212598425197
81237,9,1,152,10,760,1.3157894736842104,1.1842105263157896,0.13157894736842105
81240,496,344,3698,840,18490,4.542996214169821,2.682531097890752,1.8604651162790697
81241,2,1,65,3,325,0.9230769230769231,0.6153846153846154,0.3076923076923077
81242,1,1,985,2,4925,0.04060913705583756,0.02030456852791878,0.02030456852791878
81243,18,6,142,24,710,3.3802816901408446,2.535211267605634,0.8450704225352111
81244,1,0,338,1,1690,0.0591715976331361,0.0591715976331361,0
81248,0,0,136,0,680,0,0,0
81251,8,16,141,24,705,3.404255319148936,1.1347517730496455,2.269503546099291
81252,304,190,3756,494,18780,2.630457933972311,1.6187433439829604,1.0117145899893505
81253,19,17,571,36,2855,1.2609457092819614,0.6654991243432574,0.5954465849387041
81301,1763,1164,29280,2927,146400,1.9993169398907102,1.2042349726775956,0.7950819672131147
81303,429,313,7799,742,38995,1.9028080523143993,1.1001410437235544,0.802667008590845
81320,6,3,190,9,950,0.9473684210526316,0.631578947368421,0.3157894736842105
81321,934,649,14284,1583,71420,2.21646597591711,1.3077569308316999,0.9087090450854103
81323,179,96,4959,275,24795,1.109094575519258,0.7219197418834442,0.3871748336358137
81325,2,0,177,2,885,0.22598870056497175,0.22598870056497175,0
81326,118,91,2063,209,10315,2.0261754726127,1.1439650993698498,0.8822103732428502
81327,21,10,806,31,4030,0.7692307692307693,0.5210918114143921,0.24813895781637718
81328,176,127,4092,303,20460,1.4809384164222874,0.8602150537634409,0.6207233626588465
81330,0,0,50,0,250,0,0,0
81331,4,4,324,8,1620,0.49382716049382713,0.24691358024691357,0.24691358024691357
81332,0,0,189,0,945,0,0,0
81334,2,1,1242,3,6210,0.04830917874396135,0.032206119162640906,0.016103059581320453
81335,1,0,94,1,470,0.2127659574468085,0.2127659574468085,0
81401,2504,1454,22235,3958,111175,3.5601529120755564,2.2523049246683158,1.3078479874072408
81403,743,401,11103,1144,55515,2.060704314149329,1.3383770152211114,0.7223272989282177
81410,262,146,1577,408,7885,5.174381737476221,3.3227647431832597,1.8516169942929612
81411,0,1,14,1,70,1.4285714285714286,0,1.4285714285714286
81413,760,352,5016,1112,25080,4.433811802232855,3.0303030303030303,1.4035087719298245
81415,111,81,1438,192,7190,2.670375521557719,1.5438108484005564,1.1265646731571626
81416,1878,1249,13787,3127,68935,4.53615724958294,2.7243055051860448,1.8118517443968956
81418,294,173,1786,467,8930,5.22956326987682,3.292273236282195,1.9372900335946248
81419,322,185,3789,507,18945,2.6761678543151226,1.699656901557139,0.9765109527579837
81422,20,16,588,36,2940,1.2244897959183674,0.6802721088435374,0.5442176870748299
82063,0,0,21,0,105,0,0,0
81647,284,216,6961,500,34805,1.4365752047119666,0.8159747162763971,0.6206004884355696
81648,117,78,2677,195,13385,1.4568546880836757,0.8741128128502055,0.5827418752334703
81649,0,0,268,0,1340,0,0,0
81650,871,622,13431,1493,67155,2.223214950487678,1.2969994788176606,0.9262154716700172
81652,246,184,4377,430,21885,1.9648160840758508,1.124057573680603,0.8407585103952478
81653,0,1,45,1,225,0.4444444444444444,0,0.4444444444444444
81654,45,49,1101,94,5505,1.7075386012715712,0.8174386920980926,0.8900999091734786
81655,0,0,94,0,470,0,0,0
81656,0,0,385,0,1925,0,0,0
81657,110,75,5737,185,28685,0.644936377897856,0.38347568415548194,0.261460693742374
81148,0,0,335,0,1675,0,0,0
81149,15,5,951,20,4755,0.4206098843322818,0.31545741324921134,0.10515247108307045
81151,41,38,1362,79,6810,1.160058737151248,0.6020558002936858,0.5580029368575624
81152,10,9,1274,19,6370,0.29827315541601257,0.15698587127158556,0.141287284144427
81154,82,52,1397,134,6985,1.9183965640658556,1.1739441660701504,0.7444523979957051
81155,2,1,362,3,1810,0.16574585635359115,0.11049723756906078,0.05524861878453039
81423,19,9,1527,28,7635,0.366732154551408,0.24885396201702686,0.11787819253438114
81424,28,15,1143,43,5715,0.752405949256343,0.4899387576552931,0.26246719160104987
81425,360,226,5119,586,25595,2.2895096698573942,1.4065247118577846,0.8829849579996094
81426,0,0,132,0,660,0,0,0
81427,25,6,902,31,4510,0.6873614190687362,0.5543237250554324,0.13303769401330376
81428,309,168,3883,477,19415,2.456863250064383,1.5915529229976824,0.865310327066701
81429,0,0,88,0,440,0,0,0
81430,1,0,572,1,2860,0.03496503496503497,0.03496503496503497,0
81431,3,3,437,6,2185,0.2745995423340961,0.13729977116704806,0.13729977116704806
81432,71,28,2825,99,14125,0.7008849557522124,0.5026548672566372,0.19823008849557522
81433,8,10,616,18,3080,0.5844155844155844,0.2597402597402597,0.3246753246753247
81434,2,4,143,6,715,0.8391608391608392,0.27972027972027974,0.5594405594405595
81435,34,18,5260,52,26300,0.19771863117870725,0.12927756653992395,0.06844106463878327
81501,2295,1746,24610,4041,123050,3.2840308817553843,1.8650954896383583,1.4189353921170256
81503,1530,1073,14656,2603,73280,3.552128820960699,2.087882096069869,1.4642467248908297
81504,2477,1830,29628,4307,148140,2.907384906169839,1.6720669636830028,1.2353179424868368
81505,828,506,8919,1334,44595,2.9913667451508017,1.8567103935418767,1.1346563516089248
81506,1827,947,10907,2774,54535,5.086641606307875,3.350142110571193,1.736499495736683
81507,1185,673,15849,1858,79245,2.3446274212884095,1.4953624834374408,0.8492649378509685
81520,1277,1014,13392,2291,66960,3.4214456391875743,1.9071087216248506,1.5143369175627241
81521,1269,808,14830,2077,74150,2.8010788941335134,1.7113958192852325,1.0896830748482804
81522,5,3,25,8,125,6.4,4,2.4
81523,23,10,1117,33,5585,0.5908683974932856,0.41181736794986573,0.17905102954341987
81524,129,85,2066,214,10330,2.0716360116166506,1.2487899322362053,0.8228460793804453
81525,42,29,1020,71,5100,1.392156862745098,0.823529411764706,0.5686274509803921
81526,530,357,5445,887,27225,3.2580348943985307,1.9467401285583104,1.3112947658402203
81527,163,89,1902,252,9510,2.6498422712933754,1.7139852786540484,0.935856992639327
81601,771,524,16368,1295,81840,1.582355816226784,0.9420821114369501,0.6402737047898338
81610,7,8,444,15,2220,0.6756756756756757,0.3153153153153153,0.36036036036036034
81611,255,166,9821,421,49105,0.8573465023928316,0.5192953874350881,0.3380511149577436
81615,2,3,2852,5,14260,0.03506311360448808,0.014025245441795233,0.021037868162692847
81620,6,6,10767,12,53835,0.022290331568682084,0.011145165784341042,0.011145165784341042
81621,128,95,6564,223,32820,0.6794637416209628,0.3900060938452163,0.2894576477757465
81201,453,257,8888,710,44440,1.5976597659765976,1.0193519351935194,0.5783078307830783
81210,32,13,223,45,1115,4.0358744394618835,2.8699551569506725,1.1659192825112108
81211,151,93,7364,244,36820,0.6626833242802824,0.41010320478001083,0.2525801195002716
81057,33,21,442,54,2210,2.4434389140271495,1.493212669683258,0.9502262443438914
80002,1742,1426,17932,3168,89660,3.533348204327459,1.9428953825563238,1.5904528217711353
80003,3166,2501,35797,5667,178985,3.1661871106517303,1.7688633125680924,1.3973237980836384
80004,4094,3023,36680,7117,183400,3.880588876772083,2.232279171210469,1.6483097055616138
80005,1951,1447,27523,3398,137615,2.469207571848999,1.4177233586454965,1.0514842132035025
80007,374,276,7061,650,35305,1.841098994476703,1.0593400368219799,0.7817589576547231
80010,4431,3790,43999,8221,219995,3.736903111434351,2.014136684924657,1.7227664265096934
80011,5746,4341,47287,10087,236435,4.266288832025715,2.430266246537103,1.836022585488612
80012,5677,4226,48382,9903,241910,4.09367120003307,2.3467405233351246,1.7469306766979456
80013,5548,4334,71619,9882,358095,2.75960289867214,1.5493095407643223,1.2102933579078177
80014,6230,3804,37059,10034,185295,5.415148816751667,3.3622062117164524,2.052942605035214
80015,3825,2903,64819,6728,324095,2.0759345253706476,1.1802095064718678,0.8957250188987798
80016,2552,1866,45795,4418,228975,1.9294682825635987,1.114532154165302,0.8149361283982968
80017,2858,2371,33978,5229,169890,3.0778739184178,1.6822649949967627,1.3956089234210372
80018,661,520,10512,1181,52560,2.2469558599695585,1.2576103500761036,0.989345509893455
80459,27,24,2651,51,13255,0.38476046774801964,0.20369671821953977,0.1810637495284798
80461,390,316,7170,706,35850,1.9693165969316597,1.0878661087866108,0.8814504881450488
80463,0,2,140,2,700,0.2857142857142857,0,0.2857142857142857
80465,1001,773,16003,1774,80015,2.21708429669437,1.2510154346060114,0.9660688620883585
80466,107,81,3269,188,16345,1.1501988375650045,0.6546344447843377,0.49556439278066683
80467,36,18,2173,54,10865,0.4970087436723424,0.33133916244822825,0.16566958122411413
80468,9,4,350,13,1750,0.7428571428571429,0.5142857142857142,0.2285714285714286
80469,0,0,271,0,1355,0,0,0
80470,212,137,3551,349,17755,1.9656434807096592,1.1940298507462688,0.7716136299633906
80473,0,0,52,0,260,0,0,0
80475,0,0,66,0,330,0,0,0
80820,39,19,609,58,3045,1.9047619047619049,1.2807881773399015,0.6239737274220033
80821,39,18,990,57,4950,1.1515151515151514,0.787878787878788,0.36363636363636365
80822,19,12,324,31,1620,1.9135802469135803,1.1728395061728396,0.7407407407407408
80823,9,9,175,18,875,2.057142857142857,1.0285714285714285,1.0285714285714285
80824,17,9,258,26,1290,2.0155038759689923,1.317829457364341,0.6976744186046512
80825,8,9,487,17,2435,0.6981519507186857,0.32854209445585214,0.36960985626283366
80827,36,26,606,62,3030,2.046204620462046,1.188118811881188,0.8580858085808581
80828,100,83,3645,183,18225,1.0041152263374484,0.5486968449931412,0.45541838134430723
80829,402,285,5717,687,28585,2.40335840475774,1.406331992303656,0.9970264124540842
80830,16,11,159,27,795,3.3962264150943398,2.0125786163522013,1.3836477987421385
80831,1381,1139,24009,2520,120045,2.099212795201799,1.150401932608605,0.9488108625931942
80832,64,32,537,96,2685,3.5754189944134076,2.3836126629422716,1.1918063314711358
80833,51,42,527,93,2635,3.5294117647058822,1.935483870967742,1.5939278937381403
80834,15,9,257,24,1285,1.867704280155642,1.1673151750972763,0.7003891050583658
80835,61,34,843,95,4215,2.2538552787663106,1.4472123368920522,0.8066429418742586
80836,47,39,1121,86,5605,1.5343443354148083,0.8385370205173952,0.695807314897413
80840,34,65,6046,99,30230,0.32748924909030763,0.11247105524313597,0.21501819384717166
80860,0,0,549,0,2745,0,0,0
81324,31,19,1181,50,5905,0.8467400508044031,0.5249788314987299,0.32176121930567314
